paths,xmin,ymin,xmax,ymax
n02094114-Norfolk_terrier\n02094114_3667.jpg,0.26108374384236455,0.03305785123966942,0.8226600985221675,0.4380165289256198
n02094114-Norfolk_terrier\n02094114_3686.jpg,0.004,0.03375527426160337,0.848,0.9957805907172996
n02094114-Norfolk_terrier\n02094114_3733.jpg,0.13333333333333333,0.08695652173913043,0.9386666666666666,0.9209486166007905
n02094114-Norfolk_terrier\n02094114_3737.jpg,0.26,0.07207207207207207,0.998,0.6756756756756757
n02094114-Norfolk_terrier\n02094114_382.jpg,0.05714285714285714,0.06687898089171974,0.9685714285714285,0.9299363057324841
n02094114-Norfolk_terrier\n02094114_3826.jpg,0.0,0.009009009009009009,0.886,0.996996996996997
n02094114-Norfolk_terrier\n02094114_3864.jpg,0.011627906976744186,0.02666666666666667,0.9941860465116279,0.9933333333333333
n02094114-Norfolk_terrier\n02094114_3890.jpg,0.05333333333333334,0.05583756345177665,0.8666666666666667,0.9543147208121827
n02094114-Norfolk_terrier\n02094114_3920.jpg,0.042,0.13513513513513514,0.722,0.996996996996997
n02094114-Norfolk_terrier\n02094114_3925.jpg,0.106,0.21921921921921922,0.474,0.960960960960961
n02094114-Norfolk_terrier\n02094114_3928.jpg,0.08064516129032258,0.136,0.9717741935483871,0.842
n02094114-Norfolk_terrier\n02094114_3935.jpg,0.05,0.02875399361022364,0.9578947368421052,0.9744408945686901
n02094114-Norfolk_terrier\n02094114_3970.jpg,0.00909090909090909,0.008368200836820083,0.9045454545454545,0.9916317991631799
n02094114-Norfolk_terrier\n02094114_409.jpg,0.12012012012012012,0.21,0.993993993993994,0.996
n02094114-Norfolk_terrier\n02094114_4127.jpg,0.1875,0.10833333333333334,0.859375,0.9333333333333333
n02094114-Norfolk_terrier\n02094114_4142.jpg,0.009009009009009009,0.27,0.9279279279279279,0.996
n02094114-Norfolk_terrier\n02094114_4158.jpg,0.2857142857142857,0.282,0.8666666666666667,0.874
n02094114-Norfolk_terrier\n02094114_4165.jpg,0.0,0.2,0.73,0.856
n02094114-Norfolk_terrier\n02094114_4238.jpg,0.05014749262536873,0.016,0.9498525073746312,0.946
n02094114-Norfolk_terrier\n02094114_4266.jpg,0.3,0.1891891891891892,0.664,0.7417417417417418
n02094114-Norfolk_terrier\n02094114_4294.jpg,0.020242914979757085,0.030042918454935622,0.9676113360323887,0.9699570815450643
n02094114-Norfolk_terrier\n02094114_4305.jpg,0.0,0.0,0.77,0.9973333333333333
n02094114-Norfolk_terrier\n02094114_4332.jpg,0.194,0.013333333333333334,0.772,0.9066666666666666
n02094114-Norfolk_terrier\n02094114_4361.jpg,0.23,0.12,0.702,0.9493333333333334
n02094114-Norfolk_terrier\n02094114_4394.jpg,0.024,0.07575757575757576,0.402,0.5575757575757576
n02094114-Norfolk_terrier\n02094114_4397.jpg,0.388,0.10666666666666667,0.776,0.6186666666666667
n02094114-Norfolk_terrier\n02094114_4445.jpg,0.032,0.3893333333333333,0.64,0.9973333333333333
n02094114-Norfolk_terrier\n02094114_445.jpg,0.378,0.08533333333333333,0.704,0.7946666666666666
n02094114-Norfolk_terrier\n02094114_4501.jpg,0.04363636363636364,0.0,0.9890909090909091,0.9818181818181818
n02094114-Norfolk_terrier\n02094114_4506.jpg,0.032,0.05063291139240506,0.956,0.9957805907172996
n02094114-Norfolk_terrier\n02094114_4518.jpg,0.054,0.1831831831831832,0.998,0.9219219219219219
n02094114-Norfolk_terrier\n02094114_4519.jpg,0.332,0.0026666666666666666,0.908,0.7786666666666666
n02094114-Norfolk_terrier\n02094114_4537.jpg,0.0696969696969697,0.13,0.9939393939393939,0.996
n02094114-Norfolk_terrier\n02094114_4611.jpg,0.06,0.037142857142857144,0.9657142857142857,0.9457142857142857
n02094114-Norfolk_terrier\n02094114_482.jpg,0.10666666666666667,0.025280898876404494,0.8666666666666667,0.9410112359550562
n02094114-Norfolk_terrier\n02094114_487.jpg,0.07468354430379746,0.07901554404145078,0.8329113924050633,0.9974093264248705
n02094114-Norfolk_terrier\n02094114_496.jpg,0.004608294930875576,0.134,0.9101382488479263,0.996
n02094114-Norfolk_terrier\n02094114_513.jpg,0.27,0.15315315315315314,0.99,0.7057057057057057
n02094114-Norfolk_terrier\n02094114_515.jpg,0.398,0.08679245283018867,0.976,0.9358490566037736
n02094114-Norfolk_terrier\n02094114_550.jpg,0.3333333333333333,0.276,0.993993993993994,0.996
n02094114-Norfolk_terrier\n02094114_563.jpg,0.02531645569620253,0.0,0.7932489451476793,0.7541899441340782
n02094114-Norfolk_terrier\n02094114_566.jpg,0.0,0.1,0.5066666666666667,0.996
n02094114-Norfolk_terrier\n02094114_61.jpg,0.296,0.24266666666666667,0.64,0.7493333333333333
n02094114-Norfolk_terrier\n02094114_680.jpg,0.035,0.03802281368821293,0.89,0.9695817490494296
n02094114-Norfolk_terrier\n02094114_694.jpg,0.046875,0.07109004739336493,0.9125,0.943127962085308
n02094114-Norfolk_terrier\n02094114_699.jpg,0.188,0.072,0.732,0.9973333333333333
n02094114-Norfolk_terrier\n02094114_745.jpg,0.0472972972972973,0.1111111111111111,0.831081081081081,0.9333333333333333
n02094114-Norfolk_terrier\n02094114_754.jpg,0.004975124378109453,0.030120481927710843,0.9950248756218906,0.9518072289156626
n02094114-Norfolk_terrier\n02094114_787.jpg,0.32,0.06006006006006006,0.998,0.996996996996997
n02094114-Norfolk_terrier\n02094114_815.jpg,0.136,0.10080645161290322,0.892,0.9455645161290323
n02094114-Norfolk_terrier\n02094114_838.jpg,0.2676470588235294,0.07352941176470588,0.9147058823529411,0.9963235294117647
n02094114-Norfolk_terrier\n02094114_876.jpg,0.2482758620689655,0.005988023952095809,0.8206896551724138,0.8502994011976048
n02094114-Norfolk_terrier\n02094114_895.jpg,0.148,0.2630057803468208,0.724,0.9971098265895953
n02094114-Norfolk_terrier\n02094114_907.jpg,0.04609929078014184,0.176,0.9929078014184397,0.94
n02094114-Norfolk_terrier\n02094114_947.jpg,0.3466666666666667,0.206,0.9946666666666667,0.89
n02094114-Norfolk_terrier\n02094114_981.jpg,0.2,0.17333333333333334,0.882,0.9973333333333333
n02094114-Norfolk_terrier\n02094114_986.jpg,0.222,0.15315315315315314,0.99,0.990990990990991
n02094114-Norfolk_terrier\n02094114_99.jpg,0.2713178294573643,0.1313364055299539,0.7493540051679587,0.8917050691244239
n02094258-Norwich_terrier\n02094258_1003.jpg,0.188,0.14114114114114115,0.798,0.8288288288288288
n02094258-Norwich_terrier\n02094258_1004.jpg,0.094,0.0,0.898,0.9069069069069069
n02094258-Norwich_terrier\n02094258_103.jpg,0.0,0.18,0.993993993993994,0.932
n02094258-Norwich_terrier\n02094258_1036.jpg,0.314,0.3933933933933934,0.484,0.6006006006006006
n02094258-Norwich_terrier\n02094258_1065.jpg,0.166,0.09264305177111716,0.91,0.9945504087193461
n02094258-Norwich_terrier\n02094258_1091.jpg,0.462,0.18208955223880596,0.88,0.8149253731343283
n02094258-Norwich_terrier\n02094258_1106.jpg,0.056,0.0,0.998,0.9893617021276596
n02094258-Norwich_terrier\n02094258_112.jpg,0.274,0.09333333333333334,0.998,0.8826666666666667
n02094258-Norwich_terrier\n02094258_1130.jpg,0.078,0.2613333333333333,0.764,0.7466666666666667
n02094258-Norwich_terrier\n02094258_1132.jpg,0.059375,0.029508196721311476,0.896875,0.9770491803278688
n02094258-Norwich_terrier\n02094258_1150.jpg,0.06285714285714286,0.030303030303030304,0.9228571428571428,0.9494949494949495
n02094258-Norwich_terrier\n02094258_1156.jpg,0.16,0.11,0.5688888888888889,0.5033333333333333
n02094258-Norwich_terrier\n02094258_1187.jpg,0.296,0.0026666666666666666,0.692,0.8053333333333333
n02094258-Norwich_terrier\n02094258_1192.jpg,0.40326340326340326,0.21666666666666667,0.9673659673659674,0.8566666666666667
n02094258-Norwich_terrier\n02094258_1219.jpg,0.292,0.096,0.656,0.776
n02094258-Norwich_terrier\n02094258_1220.jpg,0.524,0.09309309309309309,0.986,0.8108108108108109
n02094258-Norwich_terrier\n02094258_125.jpg,0.0,0.096,0.9943977591036415,0.96
n02094258-Norwich_terrier\n02094258_1278.jpg,0.041666666666666664,0.0,0.9947916666666666,0.9950980392156863
n02094258-Norwich_terrier\n02094258_1281.jpg,0.14,0.22133333333333333,0.464,0.984
n02094258-Norwich_terrier\n02094258_1291.jpg,0.292,0.16216216216216217,0.692,0.9219219219219219
n02094258-Norwich_terrier\n02094258_130.jpg,0.126,0.05673758865248227,0.864,0.9692671394799054
n02094258-Norwich_terrier\n02094258_1340.jpg,0.256,0.13559322033898305,0.636,0.940677966101695
n02094258-Norwich_terrier\n02094258_1345.jpg,0.348,0.015015015015015015,0.846,0.8318318318318318
n02094258-Norwich_terrier\n02094258_1368.jpg,0.20202020202020202,0.042,0.8525252525252526,0.874
n02094258-Norwich_terrier\n02094258_1386.jpg,0.3,0.15015015015015015,0.716,0.8498498498498499
n02094258-Norwich_terrier\n02094258_1404.jpg,0.154,0.06412825651302605,0.996,0.9018036072144289
n02094258-Norwich_terrier\n02094258_1407.jpg,0.06842105263157895,0.1488095238095238,0.9157894736842105,0.8809523809523809
n02094258-Norwich_terrier\n02094258_1408.jpg,0.075,0.3372093023255814,0.5333333333333333,0.9418604651162791
n02094258-Norwich_terrier\n02094258_146.jpg,0.0,0.026143790849673203,0.9316770186335404,0.9869281045751634
n02094258-Norwich_terrier\n02094258_1460.jpg,0.448,0.4294294294294294,0.566,0.6846846846846847
n02094258-Norwich_terrier\n02094258_1469.jpg,0.006,0.128,0.646,0.992
n02094258-Norwich_terrier\n02094258_1510.jpg,0.0,0.0,0.796,0.8888888888888888
n02094258-Norwich_terrier\n02094258_1579.jpg,0.3725,0.26578073089701,0.82,0.7940199335548173
n02094258-Norwich_terrier\n02094258_1594.jpg,0.01,0.03903903903903904,0.862,0.996996996996997
n02094258-Norwich_terrier\n02094258_1614.jpg,0.036,0.012012012012012012,0.494,0.8648648648648649
n02094258-Norwich_terrier\n02094258_1641.jpg,0.31,0.18208092485549132,0.682,0.7658959537572254
n02094258-Norwich_terrier\n02094258_166.jpg,0.216,0.050666666666666665,0.696,0.9013333333333333
n02094258-Norwich_terrier\n02094258_1664.jpg,0.0708955223880597,0.0205761316872428,0.9589552238805971,0.9835390946502057
n02094258-Norwich_terrier\n02094258_1665.jpg,0.342,0.14457831325301204,0.9,0.8975903614457831
n02094258-Norwich_terrier\n02094258_1678.jpg,0.096,0.10662824207492795,0.72,0.9971181556195965
n02094258-Norwich_terrier\n02094258_1691.jpg,0.394,0.3286908077994429,0.732,0.9303621169916435
n02094258-Norwich_terrier\n02094258_1703.jpg,0.086,0.20300751879699247,0.82,0.8646616541353384
n02094258-Norwich_terrier\n02094258_1704.jpg,0.124,0.024875621890547265,0.948,0.9950248756218906
n02094258-Norwich_terrier\n02094258_1717.jpg,0.0,0.03303303303303303,0.742,0.996996996996997
n02094258-Norwich_terrier\n02094258_1760.jpg,0.156,0.12266666666666666,0.71,0.8773333333333333
n02094258-Norwich_terrier\n02094258_1770.jpg,0.366,0.34933333333333333,0.564,0.664
n02094258-Norwich_terrier\n02094258_1775.jpg,0.16587677725118483,0.18181818181818182,0.8625592417061612,0.7368421052631579
n02094258-Norwich_terrier\n02094258_1778.jpg,0.08,0.054380664652567974,0.978,0.9425981873111783
n02094258-Norwich_terrier\n02094258_1783.jpg,0.254,0.10666666666666667,0.706,0.8026666666666666
n02094258-Norwich_terrier\n02094258_1805.jpg,0.428,0.05093833780160858,0.614,0.46112600536193027
n02094258-Norwich_terrier\n02094258_1823.jpg,0.14857142857142858,0.134,0.9942857142857143,0.88
n02094258-Norwich_terrier\n02094258_1825.jpg,0.16,0.0,0.8771428571428571,0.8897338403041825
n02094258-Norwich_terrier\n02094258_1840.jpg,0.114,0.13066666666666665,0.76,0.9253333333333333
n02094258-Norwich_terrier\n02094258_1862.jpg,0.096,0.16722408026755853,0.772,0.862876254180602
n02094258-Norwich_terrier\n02094258_1864.jpg,0.0,0.17,0.8318318318318318,0.634
n02094258-Norwich_terrier\n02094258_188.jpg,0.0475,0.0761904761904762,0.945,0.9746031746031746
n02094258-Norwich_terrier\n02094258_1897.jpg,0.206,0.06896551724137931,0.61,0.9971264367816092
n02094258-Norwich_terrier\n02094258_1918.jpg,0.1892361111111111,0.3125,0.7152777777777778,0.7685185185185185
n02094258-Norwich_terrier\n02094258_1947.jpg,0.368,0.36716417910447763,0.494,0.5701492537313433
n02094258-Norwich_terrier\n02094258_1985.jpg,0.216,0.0413625304136253,0.952,0.902676399026764
n02094258-Norwich_terrier\n02094258_1996.jpg,0.32,0.05945945945945946,0.7,0.5378378378378378
n02094258-Norwich_terrier\n02094258_201.jpg,0.44,0.24533333333333332,0.768,0.688
n02094258-Norwich_terrier\n02094258_2032.jpg,0.29918032786885246,0.20555555555555555,0.9836065573770492,0.9666666666666667
n02094258-Norwich_terrier\n02094258_2047.jpg,0.28719723183391005,0.456,0.8131487889273357,0.996
n02094258-Norwich_terrier\n02094258_2058.jpg,0.16,0.024,0.798,0.8346666666666667
n02094258-Norwich_terrier\n02094258_2070.jpg,0.234,0.296,0.854,0.792
n02094258-Norwich_terrier\n02094258_2107.jpg,0.044,0.20930232558139536,0.642,0.875
n02094258-Norwich_terrier\n02094258_2116.jpg,0.004,0.0392156862745098,0.926,0.9950980392156863
n02094258-Norwich_terrier\n02094258_2159.jpg,0.326,0.14133333333333334,0.83,0.8613333333333333
n02094258-Norwich_terrier\n02094258_219.jpg,0.1903323262839879,0.046,0.9697885196374623,0.916
n02094258-Norwich_terrier\n02094258_2191.jpg,0.05,0.0,0.99,0.9973262032085561
n02094258-Norwich_terrier\n02094258_221.jpg,0.274,0.2930648769574944,0.788,0.8120805369127517
n02094258-Norwich_terrier\n02094258_2277.jpg,0.4670487106017192,0.5907473309608541,0.8538681948424068,0.9822064056939501
n02094258-Norwich_terrier\n02094258_230.jpg,0.036,0.17438692098092642,0.998,0.8801089918256131
n02094258-Norwich_terrier\n02094258_2312.jpg,0.418,0.047752808988764044,0.76,0.9297752808988764
n02094258-Norwich_terrier\n02094258_2359.jpg,0.12,0.06363636363636363,0.428,0.9121212121212121
n02094258-Norwich_terrier\n02094258_237.jpg,0.0,0.08,0.9759036144578314,0.996
n02094258-Norwich_terrier\n02094258_2380.jpg,0.085,0.0625,0.86125,0.89375
n02094258-Norwich_terrier\n02094258_2409.jpg,0.038636363636363635,0.0,0.9931818181818182,0.996969696969697
n02094258-Norwich_terrier\n02094258_2463.jpg,0.444,0.25824175824175827,0.82,0.7582417582417582
n02094258-Norwich_terrier\n02094258_247.jpg,0.078,0.33066666666666666,0.314,0.744
n02094258-Norwich_terrier\n02094258_2475.jpg,0.026755852842809364,0.044897959183673466,0.979933110367893,0.9918367346938776
n02094258-Norwich_terrier\n02094258_2506.jpg,0.396,0.6666666666666666,0.632,0.904
n02094258-Norwich_terrier\n02094258_251.jpg,0.152,0.202,0.912,0.74
n02094258-Norwich_terrier\n02094258_2513.jpg,0.0,0.174,0.993993993993994,0.996
n02094258-Norwich_terrier\n02094258_2525.jpg,0.528,0.03807106598984772,0.824,0.550761421319797
n02094258-Norwich_terrier\n02094258_2539.jpg,0.0,0.007936507936507936,0.576,0.9973544973544973
n02094258-Norwich_terrier\n02094258_2559.jpg,0.19056603773584907,0.02608695652173913,0.9358490566037736,0.9884057971014493
n02094258-Norwich_terrier\n02094258_257.jpg,0.0,0.05241935483870968,0.874,0.9959677419354839
n02094258-Norwich_terrier\n02094258_2583.jpg,0.124,0.344,0.382,0.9573333333333334
n02094258-Norwich_terrier\n02094258_2617.jpg,0.0,0.005,0.9946380697050938,0.8166666666666667
n02094258-Norwich_terrier\n02094258_262.jpg,0.06868131868131869,0.02,0.8708791208791209,0.9516666666666667
n02094258-Norwich_terrier\n02094258_2633.jpg,0.152,0.1459227467811159,0.72,0.8969957081545065
n02094258-Norwich_terrier\n02094258_2667.jpg,0.1444141689373297,0.12641815235008103,0.8092643051771117,0.8411669367909238
n02094258-Norwich_terrier\n02094258_2668.jpg,0.068,0.21204188481675393,0.59,0.7041884816753927
n02094258-Norwich_terrier\n02094258_2672.jpg,0.22,0.08152173913043478,0.732,0.9483695652173914
n02094258-Norwich_terrier\n02094258_2694.jpg,0.186,0.1859903381642512,0.798,0.8115942028985508
n02094258-Norwich_terrier\n02094258_2708.jpg,0.3153153153153153,0.582,0.5705705705705706,0.842
n02094258-Norwich_terrier\n02094258_2711.jpg,0.21,0.26126126126126126,0.86,0.8138138138138138
n02094258-Norwich_terrier\n02094258_2730.jpg,0.422,0.06646525679758308,0.858,0.5891238670694864
n02094258-Norwich_terrier\n02094258_2732.jpg,0.18,0.09,0.886875,0.9125
n02094258-Norwich_terrier\n02094258_2751.jpg,0.158,0.25066666666666665,0.816,0.76
n02094258-Norwich_terrier\n02094258_2767.jpg,0.052,0.009708737864077669,0.528,0.8980582524271845
n02094258-Norwich_terrier\n02094258_279.jpg,0.005076142131979695,0.03571428571428571,0.949238578680203,0.9702380952380952
n02094258-Norwich_terrier\n02094258_2801.jpg,0.174,0.21066666666666667,0.65,0.7866666666666666
n02094258-Norwich_terrier\n02094258_2816.jpg,0.138,0.0,0.818,0.8989071038251366
n02094258-Norwich_terrier\n02094258_2841.jpg,0.082,0.07588075880758807,0.7,0.994579945799458
n02094258-Norwich_terrier\n02094258_2842.jpg,0.1574642126789366,0.1090146750524109,0.7259713701431493,0.9266247379454927
n02094258-Norwich_terrier\n02094258_2870.jpg,0.0136986301369863,0.13725490196078433,0.863013698630137,0.996078431372549
n02094258-Norwich_terrier\n02094258_2908.jpg,0.118,0.034482758620689655,0.838,0.9454022988505747
n02094258-Norwich_terrier\n02094258_2911.jpg,0.276,0.30666666666666664,0.654,0.9946666666666667
n02094258-Norwich_terrier\n02094258_2956.jpg,0.0,0.0113314447592068,0.895,0.9915014164305949
n02094258-Norwich_terrier\n02094258_2981.jpg,0.304,0.1534526854219949,0.884,0.9974424552429667
n02094258-Norwich_terrier\n02094258_3008.jpg,0.24,0.10333333333333333,0.88,0.9
n02094258-Norwich_terrier\n02094258_3020.jpg,0.27,0.30933333333333335,0.536,0.5973333333333334
n02094258-Norwich_terrier\n02094258_3036.jpg,0.415,0.3853820598006645,0.86,0.9435215946843853
n02094258-Norwich_terrier\n02094258_307.jpg,0.03003003003003003,0.01,0.6606606606606606,0.694
n02094258-Norwich_terrier\n02094258_310.jpg,0.168,0.25290697674418605,0.656,0.8488372093023255
n02094258-Norwich_terrier\n02094258_312.jpg,0.0375,0.04289544235924933,0.99,0.9168900804289544
n02094258-Norwich_terrier\n02094258_3138.jpg,0.06666666666666667,0.15272727272727274,0.9766666666666667,0.9272727272727272
n02094258-Norwich_terrier\n02094258_3153.jpg,0.128,0.064,0.502,0.9946666666666667
n02094258-Norwich_terrier\n02094258_3165.jpg,0.13333333333333333,0.2125,0.575,0.6875
n02094258-Norwich_terrier\n02094258_3167.jpg,0.4613333333333333,0.592,0.76,0.86
n02094258-Norwich_terrier\n02094258_3197.jpg,0.286,0.032,0.754,0.8933333333333333
n02094258-Norwich_terrier\n02094258_322.jpg,0.0,0.01762114537444934,0.9175824175824175,0.9955947136563876
n02094258-Norwich_terrier\n02094258_3253.jpg,0.07428571428571429,0.07142857142857142,0.8771428571428571,0.9473684210526315
n02094258-Norwich_terrier\n02094258_3287.jpg,0.34,0.1377245508982036,0.938,0.9940119760479041
n02094258-Norwich_terrier\n02094258_3298.jpg,0.09,0.2054380664652568,0.62,0.9969788519637462
n02094258-Norwich_terrier\n02094258_3315.jpg,0.288,0.15466666666666667,0.684,0.9066666666666666
n02094258-Norwich_terrier\n02094258_3329.jpg,0.092,0.034,0.8,0.996
n02094258-Norwich_terrier\n02094258_3339.jpg,0.088,0.0,0.998,0.996996996996997
n02094258-Norwich_terrier\n02094258_3376.jpg,0.020202020202020204,0.26299694189602446,0.4696969696969697,0.9724770642201835
n02094258-Norwich_terrier\n02094258_3392.jpg,0.174,0.11711711711711711,0.832,0.996996996996997
n02094258-Norwich_terrier\n02094258_3425.jpg,0.013513513513513514,0.056666666666666664,0.8693693693693694,0.9766666666666667
n02094258-Norwich_terrier\n02094258_3435.jpg,0.1475,0.02881844380403458,0.87,0.9654178674351584
n02094258-Norwich_terrier\n02094258_3438.jpg,0.052,0.006006006006006006,0.564,0.993993993993994
n02094258-Norwich_terrier\n02094258_3464.jpg,0.456,0.21220159151193635,0.892,0.9973474801061007
n02094258-Norwich_terrier\n02094258_3467.jpg,0.2,0.104,0.7733333333333333,0.632
n02094258-Norwich_terrier\n02094258_3488.jpg,0.09,0.08296943231441048,0.965,0.9650655021834061
n02094258-Norwich_terrier\n02094258_3493.jpg,0.194,0.09333333333333334,0.664,0.864
n02094258-Norwich_terrier\n02094258_355.jpg,0.224,0.003003003003003003,0.818,0.996996996996997
n02094258-Norwich_terrier\n02094258_3555.jpg,0.27,0.17266187050359713,0.714,0.8752997601918465
n02094258-Norwich_terrier\n02094258_3598.jpg,0.488,0.16533333333333333,0.896,0.7706666666666667
n02094258-Norwich_terrier\n02094258_3610.jpg,0.282,0.229064039408867,0.834,0.9950738916256158
n02094258-Norwich_terrier\n02094258_3630.jpg,0.542,0.003134796238244514,0.98,0.5235109717868338
n02094258-Norwich_terrier\n02094258_366.jpg,0.11214953271028037,0.1814814814814815,0.8940809968847352,0.8148148148148148
n02094258-Norwich_terrier\n02094258_3685.jpg,0.146,0.17721518987341772,0.574,0.8259493670886076
n02094258-Norwich_terrier\n02094258_3758.jpg,0.258,0.17333333333333334,0.822,0.912
n02094258-Norwich_terrier\n02094258_404.jpg,0.284375,0.1643192488262911,0.503125,0.8873239436619719
n02094258-Norwich_terrier\n02094258_439.jpg,0.002,0.0,0.972,0.9974160206718347
n02094258-Norwich_terrier\n02094258_50.jpg,0.186,0.0960960960960961,0.63,0.9459459459459459
n02094258-Norwich_terrier\n02094258_52.jpg,0.138,0.03003003003003003,0.902,0.996996996996997
n02094258-Norwich_terrier\n02094258_530.jpg,0.103125,0.002061855670103093,0.9328125,0.9814432989690721
n02094258-Norwich_terrier\n02094258_554.jpg,0.0,0.0,0.72,0.9939759036144579
n02094258-Norwich_terrier\n02094258_61.jpg,0.302,0.018072289156626505,0.906,0.9909638554216867
n02094258-Norwich_terrier\n02094258_619.jpg,0.382,0.24929971988795518,0.746,0.6974789915966386
n02094258-Norwich_terrier\n02094258_645.jpg,0.2733333333333333,0.11138613861386139,0.8166666666666667,0.9381188118811881
n02094258-Norwich_terrier\n02094258_648.jpg,0.332,0.1130952380952381,0.682,0.8005952380952381
n02094258-Norwich_terrier\n02094258_69.jpg,0.474,0.03492063492063492,0.984,0.9968253968253968
n02094258-Norwich_terrier\n02094258_72.jpg,0.13855421686746988,0.0,0.9939759036144579,0.996
n02094258-Norwich_terrier\n02094258_726.jpg,0.07462686567164178,0.594,0.3761194029850746,0.874
n02094258-Norwich_terrier\n02094258_73.jpg,0.005333333333333333,0.002,0.9386666666666666,0.996
n02094258-Norwich_terrier\n02094258_739.jpg,0.19833333333333333,0.1875,0.86,0.875
n02094258-Norwich_terrier\n02094258_752.jpg,0.164,0.16434540389972144,0.616,0.7075208913649025
n02094258-Norwich_terrier\n02094258_773.jpg,0.204,0.006006006006006006,0.734,0.996996996996997
n02094258-Norwich_terrier\n02094258_778.jpg,0.2111111111111111,0.004166666666666667,0.6138888888888889,0.9958333333333333
n02094258-Norwich_terrier\n02094258_792.jpg,0.086,0.3978201634877384,0.894,0.9673024523160763
n02094258-Norwich_terrier\n02094258_807.jpg,0.284,0.2,0.88,0.8533333333333334
n02094258-Norwich_terrier\n02094258_81.jpg,0.34534534534534533,0.574,0.6186186186186187,0.822
n02094258-Norwich_terrier\n02094258_847.jpg,0.08405172413793104,0.142433234421365,0.8168103448275862,0.973293768545994
n02094258-Norwich_terrier\n02094258_848.jpg,0.09,0.04477611940298507,0.835,0.9552238805970149
n02094258-Norwich_terrier\n02094258_860.jpg,0.146,0.04804804804804805,0.558,0.7447447447447447
n02094258-Norwich_terrier\n02094258_866.jpg,0.14166666666666666,0.030555555555555555,0.7666666666666667,0.9444444444444444
n02094258-Norwich_terrier\n02094258_871.jpg,0.164,0.12290502793296089,0.554,0.5418994413407822
n02094258-Norwich_terrier\n02094258_880.jpg,0.055,0.01,0.825,0.98
n02094258-Norwich_terrier\n02094258_897.jpg,0.208,0.224,0.7866666666666666,0.844
n02094258-Norwich_terrier\n02094258_90.jpg,0.232,0.0,0.964,0.9973333333333333
n02094258-Norwich_terrier\n02094258_905.jpg,0.24,0.0,0.54,0.46546546546546547
n02094258-Norwich_terrier\n02094258_928.jpg,0.478,0.012578616352201259,0.998,0.8018867924528302
n02094258-Norwich_terrier\n02094258_936.jpg,0.1523809523809524,0.23809523809523808,0.8523809523809524,0.9047619047619048
n02094258-Norwich_terrier\n02094258_95.jpg,0.22666666666666666,0.04,0.8633333333333333,0.996
n02094258-Norwich_terrier\n02094258_969.jpg,0.072,0.029333333333333333,0.838,0.92
n02094258-Norwich_terrier\n02094258_977.jpg,0.524,0.14794520547945206,0.998,0.8712328767123287
n02094258-Norwich_terrier\n02094258_990.jpg,0.034482758620689655,0.005714285714285714,0.9862068965517241,0.9942857142857143
n02094258-Norwich_terrier\n02094258_992.jpg,0.15384615384615385,0.03205128205128205,0.8800904977375565,0.9871794871794872
n02094433-Yorkshire_terrier\n02094433_10123.jpg,0.21021021021021022,0.044,0.960960960960961,0.972
n02094433-Yorkshire_terrier\n02094433_10126.jpg,0.17574257425742573,0.0764525993883792,0.7376237623762376,0.9602446483180428
n02094433-Yorkshire_terrier\n02094433_10184.jpg,0.29,0.0,0.996,0.8378378378378378
n02094433-Yorkshire_terrier\n02094433_1030.jpg,0.004,0.0026666666666666666,0.958,0.9946666666666667
n02094433-Yorkshire_terrier\n02094433_1177.jpg,0.032,0.059602649006622516,0.758,0.9238410596026491
n02094433-Yorkshire_terrier\n02094433_1210.jpg,0.002,0.152,0.962,0.9973333333333333
n02094433-Yorkshire_terrier\n02094433_1211.jpg,0.142,0.07733333333333334,0.998,0.88
n02094433-Yorkshire_terrier\n02094433_1219.jpg,0.21443736730360935,0.13,0.7133757961783439,0.796
n02094433-Yorkshire_terrier\n02094433_126.jpg,0.072,0.162,0.8426666666666667,0.996
n02094433-Yorkshire_terrier\n02094433_1269.jpg,0.2613333333333333,0.51,0.9386666666666666,0.996
n02094433-Yorkshire_terrier\n02094433_1301.jpg,0.24924924924924924,0.422,0.6456456456456456,0.632
n02094433-Yorkshire_terrier\n02094433_1312.jpg,0.002,0.003003003003003003,0.71,0.996996996996997
n02094433-Yorkshire_terrier\n02094433_1324.jpg,0.192,0.037333333333333336,0.708,0.9973333333333333
n02094433-Yorkshire_terrier\n02094433_1376.jpg,0.024,0.0026666666666666666,0.786,0.9973333333333333
n02094433-Yorkshire_terrier\n02094433_1483.jpg,0.292,0.064,0.846,0.968
n02094433-Yorkshire_terrier\n02094433_1490.jpg,0.426,0.152,0.81,0.7626666666666667
n02094433-Yorkshire_terrier\n02094433_1525.jpg,0.04367816091954023,0.30976430976430974,0.37471264367816093,0.9074074074074074
n02094433-Yorkshire_terrier\n02094433_1539.jpg,0.14545454545454545,0.0,0.8383838383838383,0.906
n02094433-Yorkshire_terrier\n02094433_1634.jpg,0.017064846416382253,0.05491990846681922,0.962457337883959,0.931350114416476
n02094433-Yorkshire_terrier\n02094433_1765.jpg,0.045454545454545456,0.04375,0.8863636363636364,0.996875
n02094433-Yorkshire_terrier\n02094433_1770.jpg,0.17567567567567569,0.046,0.6621621621621622,0.546
n02094433-Yorkshire_terrier\n02094433_1772.jpg,0.033766233766233764,0.014457831325301205,0.9688311688311688,0.9951807228915662
